ID,Aboriginal,Age,Major field of study,Years of Education,Provincial Minimum Wage,Census Metropolitan Area,Part Time Job,Generation Status,Married,Industry Sectors,Occupation Major Groups,Occupation Broad Categories,Sex,Visible Minority,Wages
213714,0,27,0,21,11.25,535,0,1,1,12,9,3,1,1,35000
276247,0,27,0,9,10.75,999,0,4,1,15,12,4,0,0,19000
840867,0,62,0,14,10.75,421,0,4,1,7,3,1,1,0,65000
912648,0,27,0,12,11.25,555,0,4,0,17,23,7,0,0,14000
97764,0,52,0,15,10.75,421,1,4,1,15,23,7,0,0,30000
355521,0,67,0,9,10.75,462,0,1,1,13,30,10,1,1,15000
85164,0,57,0,15,11.25,535,0,1,1,15,11,4,0,1,92000
61188,0,62,0,12,10.75,462,0,1,1,17,23,7,0,1,17000
926520,0,47,0,9,11.25,535,1,1,1,15,23,7,0,1,29000
682604,0,57,0,15,10.75,462,0,1,0,12,8,2,0,0,39000
106744,0,42,1,14,11.25,577,0,3,1,5,30,10,1,0,22000
570885,0,52,1,16,10.45,933,0,1,1,17,24,8,1,1,58000
221014,0,57,1,16,11.2,825,0,1,1,2,9,3,1,1,51000
559571,0,47,0,18,11.25,535,0,4,1,14,13,5,0,0,46000
850341,0,32,0,16,11.25,535,0,1,1,13,23,7,0,1,14000
115057,0,22,0,16,11.25,535,0,1,1,17,23,7,0,1,1000
453787,0,42,0,18,11.25,535,1,1,1,14,13,5,0,0,1000
581207,0,32,0,13,11.25,535,0,1,1,8,26,8,1,1,21000
819916,0,62,0,9,10.45,933,0,1,1,1,28,9,1,1,55000
273160,0,37,0,14,10.45,935,0,4,1,19,16,5,1,0,87000
407024,0,37,0,18,10.45,933,0,1,1,10,5,2,1,1,81000
536128,0,42,0,12,11.2,999,0,4,1,4,25,8,1,0,98000
54013,0,32,0,14,10.75,999,0,4,1,9,17,6,1,0,45000
368968,0,37,0,14,10.75,999,0,4,1,18,11,4,0,0,59000
846410,1,47,0,0,10.5,999,0,4,1,15,88,88,1,0,19000
501580,0,22,0,12,11.2,835,0,4,0,7,18,7,0,0,21000
576946,0,37,1,16,11.25,535,0,1,1,12,2,1,1,1,95000
569516,0,67,0,9,11.25,535,0,1,1,15,14,5,1,1,47000
227835,0,47,0,15,10.5,999,0,4,1,10,2,1,0,0,60000
720811,0,22,0,12,10.5,799,0,4,1,7,8,2,0,0,27000
898582,0,32,0,12,10.5,999,0,1,1,17,23,7,0,1,24000
554874,0,47,0,14,10.7,999,0,4,1,17,28,9,1,0,54000
551829,0,32,0,12,10.65,999,0,4,1,18,23,7,1,0,13000
225496,0,27,0,18,11.25,535,0,3,1,15,11,4,0,0,48000
279165,0,22,0,12,10.75,462,1,4,0,17,19,7,0,0,5000
750672,0,37,1,18,11.25,537,0,1,1,14,9,3,1,1,47000
767299,0,37,0,16,10.45,933,1,1,1,15,11,4,0,0,24000
870986,0,57,0,16,10.45,988,0,1,1,19,14,5,0,0,70000
628402,0,62,0,9,11.2,825,0,4,0,7,88,88,1,0,58000
325862,1,22,0,12,11.25,999,0,4,0,10,8,2,1,0,16000
786568,0,32,1,17,10.75,462,0,1,1,9,9,3,1,1,83000
268608,0,62,0,9,11.25,535,0,4,1,9,20,7,1,0,1016596
177617,0,47,1,16,10.75,421,0,4,1,19,16,5,0,0,59000
755755,0,37,0,12,11.25,541,1,3,1,4,7,2,0,0,2000
240543,0,52,0,12,11.25,588,0,4,0,14,23,7,0,0,40000
197228,0,32,0,14,10.75,462,1,1,1,18,12,4,0,0,11000
713500,0,52,0,12,11.25,535,0,4,0,7,6,2,0,0,42000
177805,0,52,0,14,11.25,539,0,4,0,15,88,88,0,0,29000
587847,0,37,0,13,10.75,421,0,4,1,5,24,8,1,0,46000
724476,0,52,0,12,10.7,205,0,4,1,15,15,5,0,0,8000
536198,0,52,0,16,11.25,505,0,4,1,5,29,10,1,0,30000
424332,1,27,0,14,11.2,999,0,4,1,4,24,8,1,0,19000
590418,0,37,0,18,11.25,541,1,1,1,14,13,5,0,0,24000
651299,0,27,0,13,10.7,999,0,4,1,15,5,2,0,0,37000
231488,0,57,0,9,10.75,999,0,4,1,8,24,8,1,0,71000
357501,0,27,0,15,10.75,462,0,3,1,17,19,7,0,0,27000
4861,0,32,0,12,11.25,539,0,4,0,17,88,88,1,0,8000
248143,0,37,0,13,10.75,462,0,4,1,4,27,8,1,0,11000
32023,0,22,0,14,11.25,535,1,4,0,12,8,2,0,0,13000
235080,0,37,0,17,10.75,462,0,2,1,10,5,2,1,0,210000
409860,0,37,0,12,11.0,999,1,3,1,14,23,7,0,0,4000
867371,0,17,0,12,11.0,602,1,2,0,17,22,7,0,1,14000
129455,0,37,0,0,11.0,602,0,1,1,4,26,8,1,1,29000
341953,0,22,0,12,10.75,462,0,4,1,12,10,3,1,0,20000
754897,0,42,0,18,11.25,541,0,1,1,88,28,9,1,0,13000
913056,0,22,0,13,10.75,462,0,4,0,17,3,1,1,0,7000
881271,0,32,0,12,10.75,462,0,1,1,13,10,3,1,1,20000
567555,0,32,0,16,11.25,535,0,3,1,5,4,1,0,0,79000
820288,1,37,0,12,10.45,999,0,4,1,4,4,1,1,0,44000
23050,0,32,0,13,10.75,499,0,1,1,15,23,7,1,1,42000
637808,0,22,0,14,11.25,535,1,2,0,10,8,2,0,1,27000
732564,0,27,1,18,10.75,462,0,1,1,5,9,3,1,1,52000
14224,0,32,0,16,11.25,535,0,4,1,15,15,5,1,0,57000
295627,0,52,0,16,11.25,535,0,1,1,17,21,7,0,1,23000
899612,0,22,1,15,11.25,535,1,2,0,7,3,1,1,1,10000
798729,0,47,0,12,11.25,999,0,4,0,7,7,2,0,0,33000
832872,0,27,0,16,10.75,462,0,3,1,9,17,6,0,0,35000
148676,0,52,0,9,11.2,835,0,4,1,8,27,8,1,0,58000
175426,0,57,0,12,10.75,499,0,4,1,7,23,7,1,0,48000
310044,0,37,0,12,11.25,577,0,4,1,17,19,7,1,0,27000
59767,0,47,0,14,11.25,999,0,4,0,5,8,2,0,0,33000
374976,0,27,0,9,11.2,999,0,4,1,7,3,1,1,0,30000
287453,0,57,0,12,10.75,462,0,4,0,10,8,2,0,0,36000
927850,0,57,0,13,11.25,537,0,4,1,8,27,8,1,0,56000
893845,0,22,0,14,11.25,537,1,3,0,15,16,5,0,0,16000
807256,0,47,1,14,11.2,999,0,4,1,6,25,8,1,0,200000
109521,0,47,0,18,10.75,999,0,4,1,15,11,4,0,0,3000
195538,1,27,0,12,10.45,933,0,4,0,5,30,10,1,0,5000
83746,0,57,0,12,11.25,535,0,2,1,14,8,2,0,1,77000
72407,0,32,0,16,10.45,935,0,3,1,7,3,1,0,0,44000
735651,0,47,0,9,11.25,539,0,4,1,17,88,88,0,0,31000
832554,0,42,0,9,10.75,462,0,1,1,5,30,10,1,1,1000
227310,0,32,0,18,10.45,933,0,1,1,17,21,7,0,0,25000
22980,0,47,0,12,11.25,999,0,4,1,5,30,10,1,0,40000
276099,0,27,0,12,11.2,999,0,4,0,88,22,7,0,0,14000
583762,0,42,0,18,11.25,535,0,1,1,7,3,1,1,0,32000
689998,0,52,0,9,10.75,462,0,1,1,7,7,2,1,1,13000
733514,0,42,0,16,11.25,535,0,1,1,17,23,7,1,1,25000
196802,0,22,0,14,10.75,462,1,2,0,9,8,2,0,1,4000
149689,0,57,0,14,11.25,535,1,4,1,14,17,6,0,0,3000
894342,0,27,0,14,11.25,537,0,4,1,15,6,2,0,0,42000
271998,0,37,0,9,10.75,999,0,4,1,5,29,10,1,0,37000
813608,0,37,0,12,10.45,999,0,4,1,5,4,1,1,0,110000
39662,0,32,0,12,10.75,462,0,3,1,12,17,6,1,1,46000
49411,0,42,0,13,10.75,462,0,1,1,5,10,3,1,0,55000
466182,0,17,0,12,11.25,535,1,2,0,16,23,7,0,1,2000
912418,0,47,0,12,11.2,999,0,4,0,17,19,7,0,0,24000
360274,0,42,0,12,10.75,999,0,4,1,17,22,7,0,0,13000
625002,0,27,0,12,11.0,999,0,4,0,6,20,7,1,0,49000
825880,0,52,0,9,11.25,541,0,4,1,6,7,2,1,0,46000
297865,0,47,1,17,10.75,462,0,1,1,12,10,3,1,1,61000
864513,0,22,0,14,10.75,505,1,4,0,17,21,7,0,0,9000
287378,0,32,0,18,10.75,421,0,4,1,12,10,3,1,0,44000
200590,0,52,0,9,10.75,421,0,4,1,17,21,7,0,0,17000
57856,0,37,1,21,10.7,205,0,4,1,15,11,4,1,0,78000
13500,0,62,0,12,10.5,999,0,4,1,5,29,10,0,0,32000
286918,0,22,0,14,10.75,421,0,4,1,18,15,5,0,0,26000
344040,0,22,0,12,11.0,602,1,1,0,88,17,6,0,1,14000
709378,0,27,0,18,10.45,933,0,4,1,14,14,5,0,0,56000
244437,0,27,0,14,10.75,999,0,4,1,5,8,2,1,0,30000
423738,0,32,0,14,11.25,535,0,1,1,7,3,1,0,0,65000
467383,0,47,0,13,10.75,421,0,4,1,5,30,10,1,0,20000
859019,0,32,0,12,11.2,835,0,4,1,11,20,7,1,0,110000
799828,0,22,0,12,11.25,505,0,1,0,17,19,7,1,0,19000
398098,0,37,0,12,11.2,825,0,4,1,8,7,2,1,0,43000
18363,0,32,0,12,10.45,933,0,2,1,19,6,2,1,1,100000
92534,0,27,0,14,11.25,535,1,2,0,7,20,7,0,1,1000
580244,0,22,0,9,11.2,999,0,1,1,1,28,9,1,0,46000
584562,0,27,0,16,11.2,835,0,1,1,10,2,1,1,1,38000
571636,0,27,0,13,10.75,462,0,2,1,5,4,1,1,0,14000
793737,0,42,0,12,10.5,999,0,4,0,17,22,7,0,0,23000
865190,0,57,0,12,11.25,535,0,4,1,13,23,7,0,0,27000
176260,0,27,0,12,11.25,537,0,4,1,5,26,8,1,0,48000
673062,0,27,0,16,10.45,988,0,3,1,17,21,7,0,0,24000
369763,0,17,0,12,10.75,462,0,2,0,17,22,7,0,0,17000
476350,0,27,0,12,10.45,933,0,4,1,5,26,8,1,0,2000
253929,0,17,0,9,10.5,999,1,4,0,17,22,7,0,0,19000
816061,0,22,0,12,10.45,999,0,4,0,5,29,10,1,0,14000
645397,0,42,0,12,10.75,421,0,4,1,17,8,2,0,0,21000
515574,0,32,0,12,11.2,825,0,4,1,6,7,2,1,0,66000
809021,0,37,1,14,11.25,555,0,4,1,9,9,3,1,0,70000
732671,0,37,0,0,10.45,933,0,1,1,14,13,5,1,1,27000
812160,0,22,0,12,10.75,499,1,4,0,17,22,7,0,0,14000
245103,0,22,0,14,11.25,588,1,4,1,15,15,5,0,0,15000
208586,0,37,1,16,10.45,933,0,1,1,15,15,5,0,1,17000
729550,0,52,1,16,11.25,577,0,1,1,5,8,2,0,0,41000
598022,0,27,0,9,11.25,535,0,1,0,17,19,7,1,1,18000
377322,0,32,0,16,10.75,462,0,4,1,14,13,5,0,0,51000
297387,0,42,0,12,11.25,539,1,4,1,8,4,1,1,0,3000
806935,0,22,0,12,11.25,535,1,1,0,17,22,7,0,1,10000
724425,0,42,0,13,11.25,537,0,4,0,18,19,7,0,0,71000
903454,0,57,0,9,10.75,462,0,1,0,16,23,7,1,1,35000
770493,1,32,1,16,10.5,999,0,4,1,15,12,4,0,0,82000
197222,0,27,0,14,10.75,462,0,1,1,12,6,2,0,1,41000
691373,0,37,0,13,11.25,999,1,4,1,15,15,5,0,0,8000
907536,0,27,0,16,11.25,535,0,2,0,10,8,2,1,1,30000
227881,0,32,0,14,10.75,999,1,4,1,17,21,7,0,0,2000
537495,0,27,0,12,10.45,988,0,1,1,7,3,1,0,0,20000
529172,0,37,0,18,10.75,462,0,1,1,9,5,2,0,0,35000
190946,0,22,0,16,10.75,462,0,1,1,8,5,2,0,0,31000
239971,0,32,0,13,10.75,462,0,2,0,10,5,2,0,1,26000
807045,0,47,0,12,10.75,462,1,2,0,15,6,2,0,0,14000
204455,0,27,0,9,11.25,999,1,4,1,17,23,7,0,0,6000
456960,0,22,0,16,11.2,999,0,4,1,15,11,4,0,0,46000
128736,0,42,0,14,10.45,933,1,4,1,15,15,5,0,0,6000
636179,0,37,0,18,10.45,933,0,1,1,12,6,2,0,1,24000
440834,1,37,0,14,10.75,999,0,4,1,19,23,7,1,0,45000
469210,0,62,0,9,11.25,505,0,4,1,15,23,7,0,0,34000
244267,0,37,0,9,11.0,999,0,4,1,18,19,7,0,0,38000
648623,0,42,0,14,11.25,535,0,1,0,18,19,7,0,1,20000
75944,0,27,0,14,10.45,999,0,1,1,5,19,7,1,0,28000
925763,1,27,0,16,10.5,999,0,4,1,14,13,5,1,0,57000
100316,0,37,0,14,11.25,999,0,4,0,14,10,3,0,0,42000
300428,0,52,0,16,10.75,999,0,4,0,14,13,5,0,0,48000
160390,0,57,1,14,10.7,205,0,4,1,12,2,1,1,0,93000
841526,0,62,0,9,11.25,535,0,4,0,12,8,2,0,0,56000
718114,0,47,0,12,10.45,933,0,4,0,7,3,1,0,0,18000
563527,0,37,0,15,11.25,535,0,1,1,10,21,7,0,0,33000
117497,0,52,0,13,10.75,999,1,4,1,15,12,4,0,0,31000
736757,0,27,0,18,11.0,602,0,2,1,15,11,4,1,0,6000
81357,0,32,0,12,10.75,999,0,4,1,5,29,10,1,0,29000
476243,0,27,0,14,11.2,835,0,1,1,15,8,2,0,1,38000
222478,0,32,0,12,10.45,999,0,4,0,15,15,5,0,0,16000
865720,0,22,0,12,11.25,537,1,4,0,7,20,7,0,0,5000
517428,0,42,0,14,11.25,577,0,4,1,8,7,2,0,0,47000
230031,0,22,0,14,11.25,535,1,2,0,15,15,5,0,1,19000
691481,0,22,0,12,11.2,835,0,4,0,7,22,7,0,0,13000
494577,0,47,0,13,11.25,535,1,1,1,7,20,7,0,1,9000
561454,0,27,0,12,11.25,555,0,4,1,7,3,1,0,0,14000
243885,0,62,0,9,11.2,825,0,1,1,88,88,88,1,1,16000
361383,0,62,0,9,10.75,462,0,4,1,8,27,8,1,0,45000
326812,0,22,1,16,11.2,835,0,4,0,14,17,6,0,0,23000
853166,0,32,0,12,10.75,462,0,4,1,6,8,2,0,0,34000
494771,0,42,0,12,11.2,835,0,1,1,7,21,7,1,1,52000
643523,0,47,0,13,11.25,999,0,4,1,19,21,7,0,0,30000
332828,0,27,0,16,11.25,599,0,3,1,9,8,2,0,0,44000
197567,0,52,0,9,11.2,825,0,4,1,15,19,7,0,0,48000
917574,0,57,0,9,10.75,999,0,4,1,5,23,7,0,0,35000
236147,1,47,0,13,10.75,462,0,4,1,15,21,7,0,0,14000
366535,0,22,0,9,11.2,835,0,4,1,18,25,8,1,1,51000
334628,1,47,0,14,11.2,999,0,4,1,19,8,2,0,0,7000
374123,0,52,0,16,10.45,933,1,1,1,7,3,1,0,1,12000
562632,0,52,0,12,11.25,535,0,4,1,18,6,2,0,0,59000
674735,0,32,0,18,10.75,462,0,1,1,10,5,2,1,1,42000
200122,0,22,0,14,10.75,462,1,2,0,7,12,4,0,1,13000
90734,0,57,0,9,10.7,999,0,4,1,8,27,8,1,0,26000
536474,0,47,0,14,10.65,999,0,1,1,15,88,88,0,1,45000
846774,0,47,0,13,10.75,999,0,4,0,6,10,3,1,0,49000
155436,0,22,0,9,10.5,799,0,4,1,4,24,8,1,0,36000
470803,0,22,0,12,11.2,835,0,4,1,18,16,5,0,0,8000
799294,0,22,0,14,11.25,505,1,3,0,7,20,7,0,1,11000
538252,0,47,0,16,10.45,933,0,1,1,5,10,3,0,1,48000
56343,0,32,0,18,10.75,462,0,4,1,14,13,5,1,0,47000
775049,0,27,0,9,10.75,462,0,1,1,14,15,5,1,0,2000
222870,0,42,0,12,11.25,535,0,4,0,9,6,2,0,0,40000
535528,0,32,1,15,11.25,537,0,1,1,17,19,7,1,1,32000
314471,0,37,0,14,11.25,999,0,4,1,13,21,7,0,0,21000
194628,0,52,0,9,10.75,999,0,4,0,15,23,7,0,0,22000
875318,0,32,0,12,11.2,835,0,4,1,7,3,1,0,0,21000
348229,0,22,1,16,11.25,535,0,4,1,5,29,10,0,0,62000
431053,0,37,0,14,11.25,535,0,1,0,19,16,5,0,1,83000
249678,0,42,0,15,11.2,825,0,1,1,17,3,1,0,1,28000
125079,0,27,0,13,10.75,499,1,4,1,15,23,7,1,0,11000
379503,0,62,0,14,11.25,537,0,4,1,7,3,1,0,0,28000
742458,0,37,0,9,11.25,535,0,1,1,5,7,2,1,1,37000
423528,0,22,0,12,11.2,999,0,3,1,17,21,7,0,1,27000
125063,0,32,0,14,11.25,999,0,4,0,18,19,7,0,0,22000
585247,0,27,0,9,10.45,999,0,3,1,4,26,8,1,0,28000
889158,0,47,0,12,11.2,835,0,3,1,13,21,7,0,0,34000
525655,0,32,0,9,10.75,505,0,4,0,88,5,2,0,0,49000
199883,0,27,0,12,11.2,835,0,4,0,7,3,1,0,0,19000
850657,0,47,0,14,11.25,505,0,1,1,15,23,7,0,1,26000
605648,0,27,1,14,10.45,933,0,1,1,12,10,3,1,0,75000
785048,0,22,0,12,11.25,999,0,4,0,18,21,7,0,0,21000
631315,0,62,0,9,11.25,535,0,4,1,15,24,8,1,0,54000
387225,0,22,0,12,10.75,462,0,4,1,5,24,8,1,0,12000
628159,0,22,1,14,10.75,499,1,4,0,16,22,7,0,0,15000
276341,0,17,0,12,11.2,835,1,1,0,16,15,5,0,0,1
794207,0,47,0,13,11.25,535,0,1,1,15,12,4,0,1,48000
333194,0,52,0,12,11.2,999,0,4,1,10,6,2,0,0,74000
814692,0,47,0,9,11.2,825,0,4,1,17,19,7,1,0,10000
53970,0,32,0,14,10.75,462,0,1,1,16,21,7,0,0,13000
312750,0,42,0,9,11.25,999,0,4,1,7,20,7,0,0,9000
242039,0,22,0,12,10.75,462,0,4,1,17,23,7,1,0,9000
666586,0,27,0,14,11.2,825,0,3,1,15,12,4,0,1,9000
760211,0,52,0,16,11.25,559,0,2,1,15,88,88,0,0,17000
107199,0,32,0,18,11.25,535,0,2,1,12,5,2,1,1,74000
279820,0,27,0,13,10.75,505,0,4,1,17,21,7,1,0,23000
709210,0,22,0,16,11.25,505,0,4,1,14,13,5,0,0,10000
312878,0,42,0,12,10.75,462,0,3,1,12,6,2,0,0,45000
596916,1,52,0,12,11.25,555,1,4,0,13,23,7,0,0,5000
55294,0,42,0,16,10.5,999,1,4,1,15,15,5,0,0,5000
180020,0,37,0,16,10.65,999,0,4,1,8,6,2,0,0,33000
125579,0,27,0,14,11.25,577,0,4,1,15,12,4,0,0,27000
196554,0,32,1,18,11.25,535,0,1,1,12,9,3,1,1,60000
323145,0,22,0,9,10.75,999,1,4,0,4,7,2,1,0,8000
361983,1,42,0,12,10.7,999,0,4,1,14,16,5,0,0,25000
834258,0,27,1,14,10.45,933,0,3,1,15,12,4,0,0,59000
10881,0,62,0,14,10.45,933,1,1,1,15,8,2,0,1,30000
727779,0,32,0,16,10.45,999,0,1,1,17,21,7,0,1,2000
686439,0,37,1,18,10.45,933,0,1,1,3,9,3,1,1,98000
666603,0,17,0,12,10.75,462,0,2,0,6,30,10,1,1,1
629862,0,27,1,16,11.25,999,0,4,1,10,5,2,0,0,29000
785845,0,32,1,16,11.2,825,0,1,1,14,13,5,1,1,5000
38210,1,62,0,9,10.45,999,0,4,1,1,28,9,1,0,19000
149453,0,37,0,17,10.45,935,0,4,1,12,2,1,1,0,110000
379322,0,27,0,18,11.25,505,1,1,0,17,88,88,1,0,17000
222558,0,27,0,9,10.45,999,1,3,1,1,30,10,1,1,9000
286769,1,27,0,9,11.25,999,1,4,0,7,88,88,1,0,1000
80962,0,32,0,16,11.2,825,1,1,1,17,21,7,0,1,9000
5286,0,37,1,13,10.75,462,0,1,1,5,30,10,1,0,23000
636666,0,27,0,14,10.45,935,0,2,1,17,19,7,1,0,45000
913132,0,47,0,12,10.75,462,0,2,1,5,4,1,1,0,86000
615132,0,22,0,16,10.75,462,1,4,1,18,21,7,1,0,11000
699401,0,22,0,12,11.25,505,0,4,1,5,10,3,0,0,20000
706974,0,37,0,12,11.25,577,0,4,0,7,88,88,1,0,36000
155545,0,27,1,14,11.25,535,0,1,1,5,9,3,1,1,58000
571227,1,32,0,12,10.5,999,1,4,0,7,22,7,1,0,12000
923657,0,47,0,16,11.0,602,0,1,1,19,26,8,1,1,17000
442016,0,42,0,13,11.25,535,0,1,1,6,7,2,1,1,65000
226347,0,62,1,14,10.45,999,0,4,1,6,29,10,1,0,42000
927421,1,22,0,12,10.45,999,0,4,1,5,30,10,1,0,2000
672657,0,32,0,16,11.25,999,1,4,0,15,14,5,0,0,11000
758693,0,52,0,15,10.45,999,1,2,1,15,12,4,0,0,51000
71493,0,37,1,14,11.2,825,0,2,1,2,9,3,1,1,86000
134614,0,32,0,12,10.75,462,0,2,1,7,1,1,1,0,3000
859100,0,57,1,16,11.25,535,0,1,1,5,30,10,1,1,33000
79391,0,52,0,12,11.2,835,0,1,1,17,19,7,0,1,22000
52576,0,22,0,9,10.75,462,0,4,0,7,22,7,0,0,15000
251032,1,27,0,12,10.45,999,0,4,1,16,23,7,1,0,22000
618357,0,32,0,14,11.0,602,0,3,0,88,88,88,0,1,29000
150315,0,17,0,9,10.5,799,0,4,0,17,23,7,0,0,3000
133559,0,32,0,16,10.45,933,0,4,1,17,6,2,0,0,73000
415690,0,27,0,12,10.45,999,0,4,1,18,25,8,1,0,52000
234421,0,37,1,16,10.45,933,0,1,1,7,3,1,1,1,64000
891402,0,32,0,13,10.75,999,0,4,1,17,21,7,0,0,1000
626583,0,52,0,14,11.25,539,0,3,0,10,6,2,0,0,22000
97648,1,67,0,9,11.25,537,0,4,1,7,20,7,0,0,48000
919329,0,37,0,13,10.75,462,0,1,0,15,6,2,0,1,3000
860852,0,37,0,12,10.45,933,0,1,1,16,17,6,1,0,600437
677321,1,62,0,13,10.45,999,0,4,1,5,29,10,1,0,15000
588449,0,22,0,14,10.75,999,0,4,1,7,22,7,1,0,19000
115333,0,22,0,14,10.75,462,1,2,0,7,20,7,0,1,8000
582468,1,27,0,16,11.2,999,0,4,1,15,15,5,1,0,28000
411938,0,57,1,16,11.25,535,1,1,1,7,22,7,0,1,29000
687141,0,32,0,16,10.45,933,0,1,0,17,19,7,0,1,37000
730397,1,17,0,9,10.7,999,1,4,0,17,19,7,1,0,3000
139410,0,17,0,12,11.25,537,0,4,0,8,7,2,1,0,3000
908395,0,37,1,13,10.75,462,1,4,0,5,17,6,0,0,4000
353002,0,32,0,12,11.25,532,0,4,1,8,26,8,1,0,39000
560071,0,22,0,14,10.75,462,0,3,0,17,21,7,0,0,17000
2202,0,47,0,12,11.2,825,0,4,1,6,26,8,1,0,67000
411241,0,37,0,16,11.25,535,0,1,1,5,7,2,0,1,40000
29159,0,27,0,14,10.45,999,0,4,1,4,24,8,1,0,39000
97107,0,52,0,14,11.25,535,1,2,0,14,16,5,0,0,6000
729431,0,32,0,12,11.25,535,1,1,1,8,6,2,0,1,3000
591143,0,32,1,15,10.75,462,0,1,1,9,18,7,1,0,35000
492462,0,57,0,14,10.75,462,0,4,1,15,6,2,0,0,40000
805897,0,32,0,16,11.25,535,0,1,1,14,6,2,0,1,28000
666608,0,22,0,14,10.75,462,1,4,0,17,21,7,0,0,7000
527393,0,27,0,18,11.25,535,0,1,1,7,3,1,0,1,2000
178457,0,32,0,18,10.45,933,1,4,1,12,88,88,0,0,25000
814622,0,32,0,9,10.75,462,0,4,1,17,3,1,0,0,31000
241016,0,57,0,9,11.25,555,0,4,1,19,23,7,0,0,30000
110861,1,22,0,12,11.25,999,0,4,1,4,27,8,1,0,10000
418689,0,32,0,14,11.25,999,1,4,1,15,8,2,0,0,38000
929229,0,17,0,12,11.25,999,1,4,0,7,20,7,1,0,1000
715425,0,47,0,14,10.75,462,0,4,0,9,17,6,1,0,91000
589765,0,37,0,13,10.75,462,0,3,1,13,10,3,1,0,29000
154435,0,22,0,12,11.25,535,0,4,0,8,26,8,1,0,23000
134166,0,27,0,13,10.75,462,0,4,1,4,24,8,1,0,71000
923350,0,27,0,18,10.75,462,0,1,0,10,88,88,0,1,38000
236965,1,47,0,9,11.0,999,0,4,1,14,16,5,0,0,33000
60465,0,22,0,12,11.25,999,0,4,0,19,8,2,1,0,40000
45867,0,37,0,12,11.2,835,0,4,1,13,7,2,0,0,49000
309072,0,32,0,15,10.75,462,0,1,1,19,15,5,0,1,38000
117444,0,57,0,9,10.75,462,0,4,1,18,5,2,1,0,67000
329073,0,37,0,13,10.75,499,0,4,1,17,21,7,0,0,11000
770677,1,37,0,14,11.2,999,0,4,0,88,88,88,0,0,85000
458179,0,42,0,16,10.45,933,0,1,1,13,23,7,1,1,44000
601214,0,42,0,13,10.75,421,0,4,1,7,26,8,1,0,32000
525216,0,27,0,12,11.2,825,0,1,1,17,19,7,1,1,26000
685011,0,47,0,9,10.75,462,0,2,1,8,27,8,1,0,35000
319880,0,42,1,16,11.25,535,0,1,1,12,9,3,1,1,210000
215661,1,22,0,12,10.75,999,1,4,1,7,22,7,0,0,8000
106600,0,52,0,14,11.25,505,0,1,0,88,88,88,1,0,120000
503073,0,47,0,14,11.2,999,1,2,0,15,12,4,0,0,31000
734605,0,32,0,18,10.75,462,0,1,1,13,17,6,1,0,3000
413160,0,17,0,12,11.25,505,0,2,0,17,17,6,1,1,2000
350274,0,32,0,12,10.45,999,0,4,1,7,20,7,0,0,3000
199354,0,52,0,9,10.45,933,1,1,0,17,23,7,0,1,9000
329769,0,47,0,12,11.25,559,0,3,1,7,23,7,1,0,30000
913817,0,17,0,9,10.75,999,1,4,0,1,28,9,1,0,11000
425251,0,37,1,16,11.25,535,0,3,1,12,9,3,1,1,170000
484846,0,22,0,9,11.2,999,1,4,0,7,22,7,1,0,36000
929542,0,22,0,12,10.75,999,1,4,1,17,21,7,0,0,17000
823925,0,47,0,12,11.25,535,0,3,1,5,27,8,1,0,69000
159499,0,37,0,9,10.65,999,0,4,1,8,26,8,1,0,65000
170524,0,37,0,9,11.25,505,0,4,1,19,16,5,1,0,68000
489407,0,47,0,16,10.5,999,0,4,1,18,14,5,1,0,61000
624136,0,37,0,14,11.25,537,0,4,0,88,21,7,0,1,1000
447376,0,57,0,12,10.45,933,1,1,1,7,20,7,0,1,37000
756366,0,27,0,16,10.75,462,0,4,1,18,5,2,1,0,44000
761434,0,52,0,16,10.75,462,1,1,1,14,16,5,1,1,37000
474351,0,57,0,9,11.25,555,1,2,1,11,27,8,1,0,4000
185782,0,57,0,12,10.75,499,0,4,1,17,3,1,0,0,17000
645344,0,62,0,16,11.25,537,0,1,1,14,5,2,1,0,73000
22630,0,32,0,14,11.2,835,0,4,0,7,21,7,0,0,36000
573399,0,37,0,12,11.0,602,0,1,1,17,23,7,0,1,7000
428713,0,32,0,16,10.75,462,0,1,1,18,15,5,0,0,14000
680424,0,32,0,13,10.75,999,0,4,0,16,21,7,0,0,17000
418615,0,27,1,14,11.25,535,0,1,1,6,22,7,0,1,5000
144886,0,42,0,14,10.75,421,0,4,1,15,15,5,0,0,32000
41009,0,22,1,16,11.0,602,1,2,0,7,20,7,1,1,1
912237,0,32,0,9,10.45,933,0,4,1,13,3,1,0,0,38000
151020,0,27,0,9,11.2,835,1,4,0,7,22,7,0,0,21000
146555,0,27,0,16,11.25,541,0,4,1,9,17,6,0,0,34000
436533,0,22,0,12,10.7,999,0,4,1,7,22,7,0,0,26000
255876,0,27,0,14,11.25,999,0,4,1,9,17,6,1,0,33000
837794,0,42,0,14,11.25,555,0,3,0,14,13,5,0,0,24000
798223,0,62,0,12,10.75,999,1,4,1,11,23,7,0,0,10000
663463,0,47,0,12,10.75,999,0,4,1,4,6,2,0,0,47000
23837,0,52,0,14,11.2,835,1,3,0,7,88,88,0,0,2000
333990,0,47,0,14,10.75,462,0,4,1,6,27,8,1,0,19000
382782,0,42,1,16,10.75,462,0,1,1,18,21,7,1,1,7000
